fecha;tipo_transporte;num_usuarios;tiempo_viaje_promedio_min;origen;destino
17/04/2023;Taxi;2042;24;Simplivity Springs ; Alletra City
18/04/2023;Autobús;1560;52;Nimble Peak ; Apollo Heights
19/04/2023;Tranvía;4233;59;Alletra City ; Aruba Central
20/04/2023;Bicicleta;2087;43;Apollo Heights ; Alletra City
21/04/2023;Tranvía;3214;50;GreenLake Shores ; Aruba Central
22/04/2023;Coche Compartido;1593;57;GreenLake Shores ; Simplivity Springs
23/04/2023;Taxi;2793;59;Composable Cloud ; Simplivity Springs
24/04/2023;Autobús;1504;47;ProLiant Village ; HPE Innovation Hub
25/04/2023;Coche Compartido;1866;40;GreenLake Shores ; Simplivity Springs
26/04/2023;Autobús;3489;36;Ezmeral Valley ; Alletra City
27/04/2023;Tranvía;2105;52;Nimble Peak ; Aruba Central
28/04/2023;Metro;1248;60;Composable Cloud ; Alletra City
29/04/2023;Bicicleta;3188;16;ProLiant Village ; HPE Innovation Hub
30/04/2023;Autobús;2579;12;GreenLake Shores ; HPE Innovation Hub
01/05/2023;Autobús;2579;52;Ezmeral Valley ; Aruba Central
02/05/2023;Coche Compartido;3067;16;Nimble Peak ; Aruba Central
03/05/2023;Coche Compartido;822;42;Ezmeral Valley ; Composable Cloud
04/05/2023;Autobús;998;10;Composable Cloud ; GreenLake Shores
05/05/2023;Autobús;4490;51;Alletra City ; HPE Innovation Hub
06/05/2023;Bicicleta;1044;29;GreenLake Shores ; HPE Innovation Hub
07/05/2023;Autobús;1053;19;HPE Innovation Hub ; Aruba Central
08/05/2023;Taxi;3511;44;Simplivity Springs ; GreenLake Shores
09/05/2023;Coche Compartido;3048;48;Composable Cloud ; ProLiant Village
10/05/2023;Taxi;3616;28;Ezmeral Valley ; Aruba Central
11/05/2023;Coche Compartido;2183;19;Alletra City ; Apollo Heights
12/05/2023;Tranvía;3184;21;Nimble Peak ; GreenLake Shores
13/05/2023;Coche Compartido;1280;49;Alletra City ; GreenLake Shores
14/05/2023;Bicicleta;2065;48;Apollo Heights ; Alletra City
15/05/2023;Autobús;1263;42;ProLiant Village ; Simplivity Springs
16/05/2023;Autobús;1727;41;Nimble Peak ; Simplivity Springs
17/05/2023;Metro;1717;28;GreenLake Shores ; Apollo Heights
18/05/2023;Metro;4579;32;Aruba Central ; Alletra City
19/05/2023;Tranvía;3412;14;ProLiant Village ; Composable Cloud
20/05/2023;Autobús;1384;35;Nimble Peak ; Ezmeral Valley
21/05/2023;Autobús;2615;23;Alletra City ; Nimble Peak
22/05/2023;Bicicleta;4493;34;Alletra City ; HPE Innovation Hub
23/05/2023;Taxi;4695;30;Alletra City ; Nimble Peak
24/05/2023;Metro;3471;14;HPE Innovation Hub ; Apollo Heights
25/05/2023;Bicicleta;4271;57;Alletra City ; Aruba Central
26/05/2023;Taxi;1219;44;Nimble Peak ; HPE Innovation Hub
27/05/2023;Metro;2395;45;Alletra City ; GreenLake Shores
28/05/2023;Tranvía;1581;31;GreenLake Shores ; ProLiant Village
29/05/2023;Bicicleta;3391;30;Simplivity Springs ; Aruba Central
30/05/2023;Bicicleta;3764;12;GreenLake Shores ; ProLiant Village
31/05/2023;Taxi;1663;17;Aruba Central ; Alletra City
01/06/2023;Taxi;3309;56;HPE Innovation Hub ; ProLiant Village
02/06/2023;Tranvía;3587;52;Simplivity Springs ; Nimble Peak
03/06/2023;Bicicleta;2144;55;Ezmeral Valley ; Alletra City
04/06/2023;Autobús;491;26;Simplivity Springs ; ProLiant Village
05/06/2023;Coche Compartido;1848;36;GreenLake Shores ; Composable Cloud
06/06/2023;Taxi;1475;47;ProLiant Village ; Ezmeral Valley
07/06/2023;Tranvía;2140;42;Aruba Central ; Ezmeral Valley
08/06/2023;Bicicleta;3903;17;Ezmeral Valley ; Apollo Heights
09/06/2023;Bicicleta;2529;53;Apollo Heights ; Composable Cloud
10/06/2023;Coche Compartido;1766;54;Alletra City ; ProLiant Village
11/06/2023;Tranvía;1408;37;Alletra City ; Nimble Peak
12/06/2023;Bicicleta;1878;10;Alletra City ; Ezmeral Valley
13/06/2023;Autobús;683;58;Simplivity Springs ; Aruba Central
14/06/2023;Taxi;2667;38;Composable Cloud ; ProLiant Village
15/06/2023;Coche Compartido;2670;32;Composable Cloud ; ProLiant Village
16/06/2023;Metro;2462;32;GreenLake Shores ; Aruba Central
17/06/2023;Taxi;866;49;Apollo Heights ; Simplivity Springs
18/06/2023;Coche Compartido;621;58;Nimble Peak ; Aruba Central
19/06/2023;Coche Compartido;1975;36;Aruba Central ; Ezmeral Valley
20/06/2023;Bicicleta;1589;36;Apollo Heights ; Alletra City
21/06/2023;Bicicleta;2840;27;Apollo Heights ; Simplivity Springs
22/06/2023;Autobús;1740;32;ProLiant Village ; Alletra City
23/06/2023;Tranvía;4377;46;Ezmeral Valley ; Composable Cloud
24/06/2023;Taxi;1553;17;HPE Innovation Hub ; Aruba Central
25/06/2023;Bicicleta;851;19;Simplivity Springs ; Aruba Central
26/06/2023;Autobús;5112;49;HPE Innovation Hub ; Alletra City
27/06/2023;Metro;1960;53;ProLiant Village ; Simplivity Springs
28/06/2023;Bicicleta;2842;56;GreenLake Shores ; HPE Innovation Hub
29/06/2023;Coche Compartido;3432;32;Simplivity Springs ; Aruba Central
30/06/2023;Taxi;4086;51;HPE Innovation Hub ; Ezmeral Valley
01/07/2023;Autobús;421;38;Apollo Heights ; Aruba Central
02/07/2023;Taxi;1774;53;GreenLake Shores ; Aruba Central
03/07/2023;Metro;2451;51;Aruba Central ; GreenLake Shores
04/07/2023;Autobús;3526;37;GreenLake Shores ; HPE Innovation Hub
05/07/2023;Metro;2552;37;HPE Innovation Hub ; Apollo Heights
06/07/2023;Metro;2278;28;ProLiant Village ; Nimble Peak
07/07/2023;Bicicleta;3800;35;HPE Innovation Hub ; Aruba Central
08/07/2023;Coche Compartido;2540;30;Aruba Central ; HPE Innovation Hub
09/07/2023;Tranvía;2943;28;HPE Innovation Hub ; Aruba Central
10/07/2023;Coche Compartido;2571;14;Aruba Central ; Apollo Heights
11/07/2023;Taxi;2300;55;Apollo Heights ; HPE Innovation Hub
12/07/2023;Taxi;3046;11;Nimble Peak ; GreenLake Shores
13/07/2023;Coche Compartido;2341;23;Composable Cloud ; HPE Innovation Hub
14/07/2023;Coche Compartido;3137;32;Apollo Heights ; Nimble Peak
15/07/2023;Autobús;1922;15;Alletra City ; Simplivity Springs
16/07/2023;Bicicleta;1179;12;Alletra City ; Nimble Peak
17/07/2023;Tranvía;819;11;Apollo Heights ; Alletra City
18/07/2023;Coche Compartido;4032;35;Aruba Central ; Alletra City
19/07/2023;Bicicleta;3041;39;Apollo Heights ; Aruba Central
20/07/2023;Bicicleta;1887;30;ProLiant Village ; Nimble Peak
21/07/2023;Tranvía;2365;49;Apollo Heights ; HPE Innovation Hub
22/07/2023;Autobús;1149;17;HPE Innovation Hub ; Ezmeral Valley
23/07/2023;Bicicleta;844;20;Apollo Heights ; GreenLake Shores
24/07/2023;Taxi;1374;53;Alletra City ; HPE Innovation Hub
25/07/2023;Metro;5413;57;Composable Cloud ; Nimble Peak
26/07/2023;Taxi;2072;33;Aruba Central ; Apollo Heights
27/07/2023;Tranvía;2901;40;Apollo Heights ; Aruba Central
28/07/2023;Metro;907;59;HPE Innovation Hub ; Simplivity Springs
29/07/2023;Bicicleta;2571;56;Nimble Peak ; Composable Cloud
30/07/2023;Bicicleta;2660;35;Nimble Peak ; ProLiant Village
31/07/2023;Autobús;4519;35;HPE Innovation Hub ; Ezmeral Valley
01/08/2023;Tranvía;3392;49;Ezmeral Valley ; GreenLake Shores
02/08/2023;Coche Compartido;1554;28;Nimble Peak ; ProLiant Village
03/08/2023;Autobús;1459;53;HPE Innovation Hub ; Ezmeral Valley
04/08/2023;Bicicleta;1482;41;Aruba Central ; Apollo Heights
05/08/2023;Bicicleta;2365;54;Alletra City ; Nimble Peak
06/08/2023;Bicicleta;703;15;Simplivity Springs ; Alletra City
07/08/2023;Autobús;2672;41;Ezmeral Valley ; Simplivity Springs
08/08/2023;Taxi;1186;10;Apollo Heights ; Ezmeral Valley
09/08/2023;Tranvía;3451;43;HPE Innovation Hub ; Aruba Central
10/08/2023;Bicicleta;1742;39;Aruba Central ; HPE Innovation Hub
11/08/2023;Coche Compartido;3229;40;Aruba Central ; Alletra City
12/08/2023;Tranvía;2723;35;Aruba Central ; Composable Cloud
13/08/2023;Bicicleta;1757;10;Apollo Heights ; Aruba Central
14/08/2023;Autobús;3227;37;Apollo Heights ; Aruba Central
15/08/2023;Coche Compartido;2965;16;Alletra City ; GreenLake Shores
16/08/2023;Metro;2733;14;Ezmeral Valley ; Simplivity Springs
17/08/2023;Tranvía;4829;12;Composable Cloud ; Nimble Peak
18/08/2023;Autobús;2337;38;Alletra City ; GreenLake Shores
19/08/2023;Metro;369;29;Alletra City ; Nimble Peak
20/08/2023;Tranvía;906;59;HPE Innovation Hub ; Simplivity Springs
21/08/2023;Autobús;1878;23;Simplivity Springs ; GreenLake Shores
22/08/2023;Coche Compartido;3207;20;HPE Innovation Hub ; Aruba Central
23/08/2023;Tranvía;1817;33;GreenLake Shores ; Nimble Peak
24/08/2023;Tranvía;2573;26;Ezmeral Valley ; Aruba Central
25/08/2023;Taxi;2060;44;Nimble Peak ; Simplivity Springs
26/08/2023;Tranvía;2514;23;Alletra City ; Nimble Peak
27/08/2023;Bicicleta;820;58;Composable Cloud ; Ezmeral Valley
28/08/2023;Coche Compartido;3273;49;GreenLake Shores ; Composable Cloud
29/08/2023;Metro;3725;53;Composable Cloud ; ProLiant Village
30/08/2023;Metro;1176;49;Composable Cloud ; Nimble Peak
31/08/2023;Taxi;2726;33;Aruba Central ; Alletra City
01/09/2023;Metro;2726;48;Aruba Central ; GreenLake Shores
02/09/2023;Tranvía;1326;51;Nimble Peak ; Alletra City
03/09/2023;Coche Compartido;2322;53;Alletra City ; Apollo Heights
04/09/2023;Bicicleta;3168;50;Composable Cloud ; Aruba Central
05/09/2023;Autobús;2943;10;Apollo Heights ; ProLiant Village
06/09/2023;Taxi;2720;14;ProLiant Village ; HPE Innovation Hub
07/09/2023;Metro;5159;56;Simplivity Springs ; Alletra City
08/09/2023;Autobús;996;24;Composable Cloud ; Simplivity Springs
09/09/2023;Autobús;2332;26;ProLiant Village ; Composable Cloud
10/09/2023;Tranvía;1073;43;Ezmeral Valley ; Apollo Heights
11/09/2023;Autobús;1159;51;Simplivity Springs ; HPE Innovation Hub
12/09/2023;Autobús;2765;34;Alletra City ; Apollo Heights
13/09/2023;Taxi;1574;46;HPE Innovation Hub ; Apollo Heights
14/09/2023;Taxi;1619;55;Aruba Central ; ProLiant Village
15/09/2023;Metro;5095;23;ProLiant Village ; Composable Cloud
16/09/2023;Coche Compartido;756;18;HPE Innovation Hub ; ProLiant Village
17/09/2023;Taxi;2382;16;ProLiant Village ; Nimble Peak
18/09/2023;Coche Compartido;3351;24;Simplivity Springs ; Alletra City
19/09/2023;Coche Compartido;2413;37;Composable Cloud ; ProLiant Village
20/09/2023;Autobús;3568;56;Nimble Peak ; Simplivity Springs
21/09/2023;Tranvía;2575;25;Composable Cloud ; Aruba Central
22/09/2023;Autobús;2535;47;GreenLake Shores ; ProLiant Village
23/09/2023;Taxi;1522;48;Apollo Heights ; Simplivity Springs
24/09/2023;Tranvía;979;31;GreenLake Shores ; Simplivity Springs
25/09/2023;Taxi;2234;30;Nimble Peak ; Composable Cloud
26/09/2023;Coche Compartido;2211;53;Composable Cloud ; Apollo Heights
27/09/2023;Metro;5128;22;GreenLake Shores ; Ezmeral Valley
28/09/2023;Bicicleta;2762;19;Composable Cloud ; Simplivity Springs
29/09/2023;Autobús;3918;50;Composable Cloud ; Ezmeral Valley
30/09/2023;Coche Compartido;1433;13;Nimble Peak ; Apollo Heights
01/10/2023;Autobús;1499;25;ProLiant Village ; Composable Cloud
02/10/2023;Tranvía;4203;53;Apollo Heights ; Alletra City
03/10/2023;Tranvía;3150;32;ProLiant Village ; Apollo Heights
04/10/2023;Coche Compartido;2170;41;Apollo Heights ; HPE Innovation Hub
05/10/2023;Taxi;904;17;Apollo Heights ; Alletra City
06/10/2023;Coche Compartido;3994;38;HPE Innovation Hub ; Composable Cloud
07/10/2023;Autobús;646;51;Nimble Peak ; ProLiant Village
08/10/2023;Metro;2348;58;Apollo Heights ; ProLiant Village
09/10/2023;Taxi;3413;49;Ezmeral Valley ; HPE Innovation Hub
10/10/2023;Coche Compartido;1106;42;ProLiant Village ; Composable Cloud
11/10/2023;Tranvía;2098;23;Apollo Heights ; Alletra City
12/10/2023;Autobús;2321;43;Nimble Peak ; Composable Cloud
13/10/2023;Metro;2892;45;Ezmeral Valley ; GreenLake Shores
14/10/2023;Autobús;2049;28;Simplivity Springs ; ProLiant Village
15/10/2023;Metro;718;48;Simplivity Springs ; GreenLake Shores
16/10/2023;Taxi;1937;20;Alletra City ; ProLiant Village
17/10/2023;Coche Compartido;1646;13;Apollo Heights ; Alletra City
18/10/2023;Coche Compartido;2229;21;Apollo Heights ; GreenLake Shores
19/10/2023;Autobús;2624;30;Alletra City ; GreenLake Shores
20/10/2023;Tranvía;1117;56;Alletra City ; Nimble Peak
21/10/2023;Autobús;880;22;GreenLake Shores ; Aruba Central
22/10/2023;Autobús;2151;17;Aruba Central ; HPE Innovation Hub
23/10/2023;Bicicleta;2795;27;Ezmeral Valley ; Nimble Peak
24/10/2023;Metro;1531;28;Apollo Heights ; Simplivity Springs
25/10/2023;Coche Compartido;965;11;GreenLake Shores ; Apollo Heights
26/10/2023;Tranvía;3776;54;Ezmeral Valley ; ProLiant Village
27/10/2023;Metro;4290;27;Composable Cloud ; Apollo Heights
28/10/2023;Coche Compartido;2400;34;Apollo Heights ; Nimble Peak
29/10/2023;Coche Compartido;1897;16;ProLiant Village ; Aruba Central
30/10/2023;Bicicleta;4300;60;Alletra City ; Simplivity Springs
31/10/2023;Autobús;2775;31;Aruba Central ; Nimble Peak
01/11/2023;Bicicleta;2908;22;Nimble Peak ; Aruba Central
02/11/2023;Bicicleta;1220;27;Alletra City ; GreenLake Shores
03/11/2023;Autobús;3958;29;Simplivity Springs ; Nimble Peak
04/11/2023;Taxi;467;44;ProLiant Village ; HPE Innovation Hub
05/11/2023;Metro;2162;55;GreenLake Shores ; Nimble Peak
06/11/2023;Tranvía;4271;34;GreenLake Shores ; Ezmeral Valley
07/11/2023;Bicicleta;2644;54;GreenLake Shores ; Composable Cloud
08/11/2023;Taxi;2114;41;Nimble Peak ; Apollo Heights
09/11/2023;Autobús;3213;45;Apollo Heights ; GreenLake Shores
10/11/2023;Coche Compartido;3388;24;Ezmeral Valley ; Nimble Peak
11/11/2023;Taxi;1489;42;Composable Cloud ; Simplivity Springs
12/11/2023;Metro;1764;53;HPE Innovation Hub ; Nimble Peak
13/11/2023;Coche Compartido;1565;42;Composable Cloud ; GreenLake Shores
14/11/2023;Tranvía;2296;34;Alletra City ; HPE Innovation Hub
15/11/2023;Taxi;4071;59;Simplivity Springs ; Nimble Peak
16/11/2023;Tranvía;5221;47;Composable Cloud ; Nimble Peak
17/11/2023;Bicicleta;1625;58;Ezmeral Valley ; HPE Innovation Hub
18/11/2023;Metro;912;30;HPE Innovation Hub ; Nimble Peak
19/11/2023;Taxi;2758;59;Composable Cloud ; Alletra City
20/11/2023;Coche Compartido;3237;49;Nimble Peak ; Simplivity Springs
21/11/2023;Taxi;1429;24;Alletra City ; Ezmeral Valley
22/11/2023;Coche Compartido;1752;38;Ezmeral Valley ; Alletra City
23/11/2023;Coche Compartido;690;38;Nimble Peak ; Aruba Central
24/11/2023;Coche Compartido;3155;21;GreenLake Shores ; HPE Innovation Hub
25/11/2023;Autobús;2236;16;Alletra City ; Composable Cloud
26/11/2023;Autobús;534;18;Alletra City ; GreenLake Shores
27/11/2023;Coche Compartido;3129;23;Apollo Heights ; Nimble Peak
28/11/2023;Metro;4123;33;Simplivity Springs ; HPE Innovation Hub
29/11/2023;Tranvía;2099;22;Alletra City ; HPE Innovation Hub
30/11/2023;Coche Compartido;2529;30;HPE Innovation Hub ; Simplivity Springs
01/12/2023;Bicicleta;2046;28;HPE Innovation Hub ; Nimble Peak
02/12/2023;Bicicleta;1637;39;HPE Innovation Hub ; GreenLake Shores
03/12/2023;Tranvía;2595;38;Ezmeral Valley ; GreenLake Shores
04/12/2023;Bicicleta;3633;28;Simplivity Springs ; Aruba Central
05/12/2023;Autobús;733;17;GreenLake Shores ; Ezmeral Valley
06/12/2023;Coche Compartido;1928;46;Composable Cloud ; Ezmeral Valley
07/12/2023;Tranvía;1738;25;Nimble Peak ; Simplivity Springs
08/12/2023;Autobús;2519;56;Ezmeral Valley ; Nimble Peak
09/12/2023;Taxi;1738;58;Nimble Peak ; Alletra City
10/12/2023;Autobús;2841;51;GreenLake Shores ; HPE Innovation Hub
11/12/2023;Autobús;1262;39;HPE Innovation Hub ; Nimble Peak
12/12/2023;Metro;2489;42;Aruba Central ; GreenLake Shores
13/12/2023;Metro;2661;17;Alletra City ; Ezmeral Valley
14/12/2023;Bicicleta;4383;36;Aruba Central ; Simplivity Springs
15/12/2023;Tranvía;2512;20;Composable Cloud ; GreenLake Shores
16/12/2023;Coche Compartido;1151;21;Aruba Central ; Nimble Peak
17/12/2023;Taxi;2744;39;Alletra City ; Composable Cloud
18/12/2023;Taxi;4359;28;Nimble Peak ; Apollo Heights
19/12/2023;Metro;2544;18;Simplivity Springs ; GreenLake Shores
20/12/2023;Tranvía;739;42;ProLiant Village ; GreenLake Shores
21/12/2023;Bicicleta;2540;17;GreenLake Shores ; Ezmeral Valley
22/12/2023;Tranvía;1198;55;Alletra City ; ProLiant Village
23/12/2023;Metro;1166;58;Alletra City ; GreenLake Shores
24/12/2023;Tranvía;2205;23;GreenLake Shores ; Simplivity Springs
25/12/2023;Bicicleta;5276;45;Aruba Central ; Ezmeral Valley
26/12/2023;Coche Compartido;2290;54;Alletra City ; Composable Cloud
27/12/2023;Coche Compartido;3514;13;Apollo Heights ; Aruba Central
28/12/2023;Autobús;760;58;GreenLake Shores ; Nimble Peak
29/12/2023;Bicicleta;3452;46;Composable Cloud ; HPE Innovation Hub
30/12/2023;Coche Compartido;1906;22;GreenLake Shores ; Alletra City
31/12/2023;Taxi;1296;44;HPE Innovation Hub ; Ezmeral Valley
01/01/2024;Tranvía;2399;25;Simplivity Springs ; ProLiant Village
02/01/2024;Tranvía;1155;27;Ezmeral Valley ; Aruba Central
03/01/2024;Autobús;4012;56;Aruba Central ; Apollo Heights
04/01/2024;Autobús;2589;48;Composable Cloud ; Nimble Peak
05/01/2024;Tranvía;2457;53;HPE Innovation Hub ; Alletra City
06/01/2024;Autobús;1572;11;Aruba Central ; HPE Innovation Hub
07/01/2024;Bicicleta;1813;41;Nimble Peak ; Apollo Heights
08/01/2024;Taxi;2972;54;ProLiant Village ; Composable Cloud
09/01/2024;Metro;3230;60;Simplivity Springs ; GreenLake Shores
10/01/2024;Autobús;1439;60;Ezmeral Valley ; GreenLake Shores
11/01/2024;Tranvía;4868;16;GreenLake Shores ; HPE Innovation Hub
12/01/2024;Bicicleta;2865;11;Aruba Central ; Nimble Peak
13/01/2024;Taxi;1884;51;HPE Innovation Hub ; Aruba Central
14/01/2024;Coche Compartido;1062;23;Apollo Heights ; Nimble Peak
15/01/2024;Coche Compartido;1171;38;Apollo Heights ; Ezmeral Valley
16/01/2024;Autobús;4087;19;Ezmeral Valley ; Apollo Heights
17/01/2024;Bicicleta;1068;30;GreenLake Shores ; Nimble Peak
18/01/2024;Bicicleta;2566;50;GreenLake Shores ; Simplivity Springs
19/01/2024;Taxi;1671;33;GreenLake Shores ; Apollo Heights
20/01/2024;Autobús;2142;43;Aruba Central ; Nimble Peak
21/01/2024;Metro;506;51;ProLiant Village ; Ezmeral Valley
22/01/2024;Tranvía;963;24;Apollo Heights ; Aruba Central
23/01/2024;Autobús;3855;26;Apollo Heights ; Simplivity Springs
24/01/2024;Metro;3847;51;Nimble Peak ; Apollo Heights
25/01/2024;Tranvía;1347;29;Ezmeral Valley ; ProLiant Village
26/01/2024;Bicicleta;622;28;HPE Innovation Hub ; GreenLake Shores
27/01/2024;Autobús;2700;39;Alletra City ; Apollo Heights
28/01/2024;Metro;1827;10;HPE Innovation Hub ; ProLiant Village
29/01/2024;Bicicleta;3562;26;Aruba Central ; Alletra City
30/01/2024;Tranvía;1422;11;Simplivity Springs ; Apollo Heights
31/01/2024;Autobús;1544;11;Apollo Heights ; Composable Cloud
01/02/2024;Metro;1211;56;GreenLake Shores ; Aruba Central
02/02/2024;Bicicleta;3693;11;Simplivity Springs ; Apollo Heights
03/02/2024;Tranvía;1350;57;Apollo Heights ; HPE Innovation Hub
04/02/2024;Bicicleta;1547;53;HPE Innovation Hub ; Apollo Heights
05/02/2024;Tranvía;3355;33;Ezmeral Valley ; Aruba Central
06/02/2024;Tranvía;4006;55;Apollo Heights ; Composable Cloud
07/02/2024;Bicicleta;3525;51;ProLiant Village ; Nimble Peak
08/02/2024;Tranvía;2205;38;HPE Innovation Hub ; Apollo Heights
09/02/2024;Autobús;1749;20;Aruba Central ; GreenLake Shores
10/02/2024;Metro;1122;49;Composable Cloud ; Nimble Peak
11/02/2024;Metro;1856;42;Alletra City ; Aruba Central
12/02/2024;Taxi;1030;27;Composable Cloud ; Nimble Peak
13/02/2024;Bicicleta;2820;39;Apollo Heights ; HPE Innovation Hub
14/02/2024;Autobús;2726;30;Composable Cloud ; Alletra City
15/02/2024;Autobús;3230;39;GreenLake Shores ; ProLiant Village
16/02/2024;Coche Compartido;1538;31;Ezmeral Valley ; Apollo Heights
17/02/2024;Tranvía;550;54;Composable Cloud ; Alletra City
18/02/2024;Bicicleta;1618;17;Aruba Central ; Apollo Heights
19/02/2024;Taxi;821;31;Nimble Peak ; Ezmeral Valley
20/02/2024;Taxi;4796;56;Apollo Heights ; Aruba Central
21/02/2024;Autobús;1471;14;Aruba Central ; HPE Innovation Hub
22/02/2024;Taxi;4712;53;Composable Cloud ; Alletra City
23/02/2024;Metro;3538;35;Composable Cloud ; GreenLake Shores
24/02/2024;Metro;1317;40;Apollo Heights ; Alletra City
25/02/2024;Tranvía;1132;33;Ezmeral Valley ; Apollo Heights
26/02/2024;Autobús;3142;13;Ezmeral Valley ; Apollo Heights
27/02/2024;Taxi;4747;60;Composable Cloud ; ProLiant Village
28/02/2024;Metro;4705;44;Composable Cloud ; Nimble Peak
29/02/2024;Bicicleta;1728;60;Composable Cloud ; Aruba Central
01/03/2024;Taxi;1914;49;Apollo Heights ; Composable Cloud
02/03/2024;Coche Compartido;1109;43;Composable Cloud ; Simplivity Springs
03/03/2024;Autobús;968;35;Apollo Heights ; Composable Cloud
04/03/2024;Tranvía;3681;42;Apollo Heights ; Alletra City
05/03/2024;Coche Compartido;1605;11;HPE Innovation Hub ; ProLiant Village
06/03/2024;Coche Compartido;2200;20;Simplivity Springs ; HPE Innovation Hub
07/03/2024;Coche Compartido;1274;54;Nimble Peak ; Composable Cloud
08/03/2024;Taxi;4003;19;Ezmeral Valley ; Simplivity Springs
09/03/2024;Bicicleta;1501;35;HPE Innovation Hub ; Aruba Central
10/03/2024;Metro;2731;43;HPE Innovation Hub ; Apollo Heights
11/03/2024;Coche Compartido;1295;29;Composable Cloud ; Ezmeral Valley
12/03/2024;Tranvía;4181;46;Simplivity Springs ; Apollo Heights
13/03/2024;Autobús;1542;54;Aruba Central ; Ezmeral Valley
14/03/2024;Autobús;3398;26;Alletra City ; Ezmeral Valley
15/03/2024;Coche Compartido;2916;42;Apollo Heights ; Composable Cloud
16/03/2024;Coche Compartido;557;10;Simplivity Springs ; Aruba Central
17/03/2024;Taxi;1292;27;HPE Innovation Hub ; GreenLake Shores
18/03/2024;Coche Compartido;1928;34;Simplivity Springs ; GreenLake Shores
19/03/2024;Tranvía;2688;50;Alletra City ; GreenLake Shores
20/03/2024;Autobús;2700;38;HPE Innovation Hub ; Simplivity Springs
21/03/2024;Coche Compartido;3736;27;ProLiant Village ; Ezmeral Valley
22/03/2024;Metro;1594;57;Simplivity Springs ; Apollo Heights
23/03/2024;Bicicleta;1938;49;Alletra City ; ProLiant Village
24/03/2024;Autobús;2044;32;Composable Cloud ; Apollo Heights
25/03/2024;Metro;585;11;GreenLake Shores ; Nimble Peak
26/03/2024;Taxi;1313;34;GreenLake Shores ; Simplivity Springs
27/03/2024;Tranvía;2265;20;Composable Cloud ; Alletra City
28/03/2024;Taxi;1722;41;Nimble Peak ; Ezmeral Valley
29/03/2024;Taxi;2080;21;Ezmeral Valley ; Composable Cloud
30/03/2024;Autobús;1751;42;Composable Cloud ; Aruba Central
31/03/2024;Metro;1469;14;Alletra City ; HPE Innovation Hub
01/04/2024;Bicicleta;4266;48;Ezmeral Valley ; Apollo Heights
02/04/2024;Taxi;1805;12;GreenLake Shores ; Ezmeral Valley
03/04/2024;Autobús;1738;11;GreenLake Shores ; Apollo Heights
04/04/2024;Tranvía;599;15;Apollo Heights ; ProLiant Village
05/04/2024;Metro;3256;38;Nimble Peak ; GreenLake Shores
06/04/2024;Bicicleta;733;41;Simplivity Springs ; GreenLake Shores
07/04/2024;Tranvía;1184;46;GreenLake Shores ; Nimble Peak
08/04/2024;Tranvía;1266;16;Aruba Central ; ProLiant Village
09/04/2024;Taxi;811;19;GreenLake Shores ; Apollo Heights
10/04/2024;Bicicleta;4094;13;GreenLake Shores ; Nimble Peak
11/04/2024;Tranvía;3624;34;GreenLake Shores ; Nimble Peak
12/04/2024;Tranvía;2920;22;GreenLake Shores ; Simplivity Springs
13/04/2024;Autobús;566;43;GreenLake Shores ; Alletra City
14/04/2024;Bicicleta;466;40;Simplivity Springs ; Apollo Heights
15/04/2024;Tranvía;4353;31;GreenLake Shores ; Ezmeral Valley
16/04/2024;Coche Compartido;2305;19;Aruba Central ; Ezmeral Valley
17/04/2024;Tranvía;1624;34;Apollo Heights ; Nimble Peak
18/04/2024;Bicicleta;1920;49;Simplivity Springs ; HPE Innovation Hub
19/04/2024;Autobús;2634;18;GreenLake Shores ; Alletra City
20/04/2024;Bicicleta;1112;55;GreenLake Shores ; ProLiant Village
21/04/2024;Taxi;1062;48;Aruba Central ; Composable Cloud
22/04/2024;Coche Compartido;4334;60;GreenLake Shores ; Ezmeral Valley
23/04/2024;Taxi;1417;29;Composable Cloud ; Ezmeral Valley
24/04/2024;Autobús;4884;37;Composable Cloud ; Aruba Central
25/04/2024;Coche Compartido;3538;26;Simplivity Springs ; Composable Cloud
26/04/2024;Tranvía;1072;24;Apollo Heights ; Alletra City
27/04/2024;Autobús;1755;43;Alletra City ; Ezmeral Valley
28/04/2024;Bicicleta;1796;51;Alletra City ; Ezmeral Valley
29/04/2024;Autobús;3231;21;Aruba Central ; HPE Innovation Hub
30/04/2024;Taxi;1940;15;Nimble Peak ; Composable Cloud
01/05/2024;Tranvía;1331;12;Nimble Peak ; Apollo Heights
02/05/2024;Coche Compartido;4247;24;Nimble Peak ; HPE Innovation Hub
03/05/2024;Taxi;4770;44;Nimble Peak ; Ezmeral Valley
04/05/2024;Bicicleta;1495;57;Ezmeral Valley ; Simplivity Springs
05/05/2024;Autobús;372;42;Nimble Peak ; Composable Cloud
06/05/2024;Metro;2548;55;Ezmeral Valley ; Nimble Peak
07/05/2024;Coche Compartido;4284;48;GreenLake Shores ; Composable Cloud
08/05/2024;Autobús;5275;56;ProLiant Village ; Nimble Peak
09/05/2024;Coche Compartido;2570;34;Apollo Heights ; Composable Cloud
10/05/2024;Metro;696;16;HPE Innovation Hub ; ProLiant Village
11/05/2024;Taxi;1014;11;Composable Cloud ; HPE Innovation Hub
12/05/2024;Coche Compartido;1889;47;Ezmeral Valley ; HPE Innovation Hub
